Data,WindS,WindDir,RelHum,AirT,AirP,SWglobal,LWin
297.54,5.27,228.43,73.93,12.43,976.8,179.95,343.91
297.58,4.53,238.29,81.29,11.85,976.89,129.29,352.09
297.63,4.9,227.6,86.61,11.29,977.19,105.97,337.41
297.67,3.8,235.16,88.11,11.23,977.48,87.61,344.03
297.71,1.9,219.21,89,11.53,977.87,44.49,330.57
297.75,1.72,213.44,88.04,10.73,978.24,-2.48,294.51
297.79,0.89,253.75,90.88,9.55,978.52,-1.74,287.61
297.83,0.78,213.35,93.56,8.96,978.98,-1.07,317.27
297.88,0.16,188.72,94.48,8.69,979.2,-1.5,317.64
297.92,0.57,194.96,94.39,8.41,979.21,-1.13,324.26
297.96,0.21,89.96,93.01,8.84,978.84,-1.03,323.45
298,0.91,73.74,91.97,8.85,978.61,-0.94,329.85
298.04,1.65,109.81,91.09,9.74,978.28,-0.1,352.01
298.08,1.49,65.88,91.85,9.47,977.9,-0.71,341.47
298.13,1.97,51.18,93.88,9.09,977.18,-0.91,324.13
298.17,1.91,69.28,94.08,9.49,976.38,-0.43,336.17
298.21,2.46,81.79,94.42,9.98,975.76,-0.16,352.98
298.25,3.08,94.44,95.23,10.46,975.07,-0.16,362.74
298.29,4.55,102.69,95.92,11,974.33,-0.19,363.65
298.33,4.38,104.42,95.61,10.66,974.18,2.93,359.85
298.38,4.94,83.4,94.21,10.26,973.09,17.89,356.03
298.42,4.27,71.82,94.8,10.25,971.81,17.27,359.6
298.46,4.64,65.45,95.23,10.35,970.47,20.38,361.69
298.5,4.96,69.12,95.15,10.36,968.95,24.01,361.59
298.54,4.56,70.75,94.96,10.5,966.97,20.8,361.99
298.58,4.14,73.82,95.42,10.82,965.37,19.26,364.04
298.63,3.49,63.89,96.02,11.23,963.82,29.33,367.89
298.67,2.63,77.43,96.57,12.49,962.74,8.64,375.6
298.71,5.49,180.17,96.8,14.53,962.34,3.31,384.39
298.75,5.82,197.9,96.9,14.38,962.21,0.03,383.51
298.79,6.85,197.84,96.97,14.03,962.6,-0.06,381.66
298.83,5.97,203.32,97,13.86,963.01,0.08,380.04
298.88,5.43,203.53,96.81,13.68,963.15,0.06,379.39
298.92,6.8,203.68,96.81,13.8,963.15,-0.03,380.08
298.96,6.16,205.56,96.68,13.61,963.54,0.09,378.61
299,4.36,214.91,96.22,13.25,964.1,-0.01,376.14
299.04,6.96,333.49,92.93,10.43,964.68,0.39,357.07
299.08,7.32,316.85,90.88,10.49,966.76,1.03,351.56
299.13,6.52,301.73,89.31,10.3,969.06,1.37,334.47
299.17,4.01,298.93,89.9,10.07,970.95,-0.54,352.94
299.21,6.48,308.59,87.88,9.79,971.96,-1.62,271.86
299.25,5.43,295.94,87.96,9.82,974.31,-0.77,304.33
299.29,2.8,279.62,86.88,9.5,975.82,-1.09,311.9
299.33,1.84,272.89,86.43,8.69,977.5,40.99,302.64
299.38,2.53,278.04,85,9.35,978.99,142.38,271.4
299.42,4,281.24,81.15,9.99,980.06,197.94,299.97
299.46,5.75,294.45,71.63,10.3,981.22,374.23,273.25
299.5,5.13,291.01,67,10.71,981.9,333.4,296.24
299.54,5.71,285.84,61.49,11.25,982.72,388.83,292.65
299.58,5.56,289.13,65.76,11.06,983.26,237.66,297.14
299.63,5.81,292.57,69.61,10.9,984.45,190.59,294.49
299.67,3.58,283.9,70.56,10.29,985.38,57.83,278.09
299.71,1.92,271.81,75.37,9.91,986.04,46.14,317.07
299.75,1.02,257.86,81.55,7.87,986.95,-2.58,280.99
299.79,1.63,301.24,79.98,7.96,987.95,-2.11,270.7
299.83,1.41,306.1,82.32,7.08,988.96,-1.25,272.17
299.88,1.58,276.72,83.34,6.83,989.84,-1.48,271.37
299.92,1.44,291.83,83.86,6.72,990.41,-1.76,271.63
299.96,0.93,269.73,85.03,6.29,990.65,-1.09,273.26
300,0.66,281.72,87.1,5.93,991.3,0.45,309.11
300.04,0.53,73.28,88.63,5.93,991.87,-0.48,319.87
300.08,0.1,304.54,88.08,6.5,992.25,0.44,335.66
300.13,0.79,63.26,89.13,6.41,991.96,-0.14,338.98
300.17,0.4,71.44,87.73,6.99,992.42,-0.05,339.29
300.21,1.33,224.75,90.03,7.21,992.33,-0.31,341.64
300.25,1.04,184.35,90.94,8.14,992.62,-0.91,348.93
300.29,0.57,202.62,92.6,8.24,992.7,-0.34,347.33
300.33,3.21,202.05,93.77,9,992.37,3.88,351.07
300.38,3.34,208.92,93.76,9.83,993.25,14.72,352.77
300.42,3.78,215.52,94.92,10.29,993.45,30.23,358.38
300.46,5.07,223.09,90.81,11.36,993.99,105.97,358.13
300.5,5.47,222.2,86.87,11.42,994.32,99.64,359.8
300.54,4.6,217.33,91.72,10.96,994.32,53.08,361.86
300.58,5.07,217.79,89.09,11.3,993.94,106.07,362.47
300.63,5.25,204.08,93.22,11.36,993.78,89.16,366.37
300.67,4.6,216.38,94.76,11.29,993.92,25.07,365.61
300.71,3.85,212.26,96.16,11.58,994.29,6.71,368.02
300.75,4.04,209.7,96.54,11.67,994.59,-0.05,368.75
300.79,3.91,200.22,96.8,11.9,994.73,-0.1,370.37
300.83,5.39,208.07,96.94,12.24,994.54,-0.04,372.07
300.88,5.23,214.22,97.05,12.45,994.51,0.17,373.11
300.92,4.94,208.64,97.07,12.66,994.48,-0.04,374.26
300.96,5.34,203.1,97.07,12.89,994.44,0.01,375.46
301,3.99,209.29,97.13,13.06,994.56,-0.08,376.49
301.04,2.56,214.81,97.11,13.27,994.5,0.01,377.42
301.08,2.05,214.73,97.11,13.43,994.56,-0.02,378.22
301.13,2.97,219.83,97.1,13.54,994.35,-0.02,379.41
301.17,2.54,214.51,97.09,13.61,994.29,-0.08,379.86
301.21,2.87,205.7,97.11,13.73,994.55,-0.06,380.53
301.25,4.76,227.03,97.11,14.01,994.48,-0.12,381.52
301.29,5.46,233.51,96.98,14.06,994.6,0.22,381.3
301.33,4.77,236.19,96.87,13.92,995.09,3.76,380.92
301.38,3.61,231.91,96.98,14.02,995.77,30.05,381.17
301.42,3.11,219.54,96.98,14.28,996.21,33.27,383.18
301.46,3.13,211.69,96.94,14.54,996.82,53.64,384.72
301.5,3.12,230.91,96.97,14.8,997.21,48.51,385.94
301.54,2.79,247.94,96.9,14.95,997.19,45.5,385.68
301.58,4.12,255.16,94.64,15.16,997.74,48.99,383.05
301.63,3.32,232.74,95.11,15.02,997.81,35.25,384.79
301.67,2.09,307.51,94.49,15.12,998.18,20.29,381.49
301.71,2.26,286.5,91.35,14.94,998.16,6.24,363.8
301.75,2.37,265.39,91.58,14.48,998.92,-0.94,359.03
301.79,1.81,321.87,92.16,14.17,999.69,-0.01,375.45
301.83,1.82,302.72,94.07,13.72,1000.2,-0.94,376.26
301.88,1.62,316.39,94.99,13.27,1000.7,-0.15,374.56
301.92,2.14,313.43,95.13,12.72,1000.7,-1.14,345.66
301.96,1.85,16.37,95.23,12.64,1001.1,-0.91,349.03
302,1.75,13.44,95.5,12.59,1001.5,-0.62,356.8
302.04,0.89,81.82,95.45,12.38,1001.5,-0.18,362.17
302.08,1.18,36.02,95.4,12.08,1001.4,-0.59,360.02
302.13,0.99,11.7,94.25,11.67,1001.5,-0.83,346.71
302.17,2.35,30,93.64,11.63,1001.3,-0.31,355.62
302.21,3.77,35.43,94.99,11.34,1000.9,-0.84,355.49
302.25,1.62,47.63,95.29,11.06,1000.9,-0.88,347.53
302.29,0.63,37.08,95.74,10.8,1001.3,-0.51,349.96
302.33,0.88,128.12,95.96,11.07,1001.7,6.9,365.09
302.38,2.01,173.19,96.11,11.36,1002.1,22.1,365.91
302.42,2.69,150.33,96.15,11.5,1002.1,41.62,366.91
302.46,2.7,146.25,96.23,11.77,1002,20.45,369.9
302.5,2.84,141.69,96.62,11.5,1001.7,87.41,369.52
302.54,2.34,146.1,96.89,12.05,1001.3,50.63,372.37
302.58,2.78,155.66,97.02,12.51,1000.8,69.78,374.45
302.63,3.15,153.72,97.11,12.63,1000.4,51.64,374.46
302.67,2.82,153.86,97.18,12.88,1000.2,28.6,375.97
302.71,2.36,152.56,97.21,13.04,999.8,8.78,376.86
302.75,1.64,152.5,97.26,13.01,999.48,-0.02,376.65
302.79,1.45,163.98,97.28,13.32,999.44,-0.01,378.21
302.83,2.42,179.85,97.31,13.49,999.05,-0.05,379.2
302.88,2.01,178.87,97.35,13.54,998.56,-0.08,379.3
302.92,2.47,206.06,97.37,13.57,998.5,-0.12,379.46
302.96,1.86,216.65,97.39,13.63,998.25,-0.09,379.92
303,3.29,207.06,97.37,13.78,998.05,-0.04,380.54
303.04,4.96,226.31,97.41,13.79,997.57,-0.1,376.97
303.08,3.83,217.69,97.49,12.58,997.06,-1.31,311.27
303.13,4,228.62,97.54,11.71,996.56,-0.34,354.62
303.17,3.91,237.11,97.3,11.61,996.04,-0.19,361.91
303.21,2.94,221.53,97.23,11.51,995.54,-0.39,352.23
303.25,2.88,233.67,97.25,11.68,995.47,-0.13,368.26
303.29,1.81,219.86,97.04,11.64,995.18,0.04,366.14
303.33,2.15,211.21,96.87,11.74,995.16,6.29,367.07
303.38,3.35,226.94,96.88,12.01,995.06,35.17,367.52
303.42,4.55,227.91,96.17,12.14,994.77,55.32,369.28
303.46,5.37,234.97,94.37,12.46,994.45,56.36,370.21
303.5,3.48,237.21,94.52,12.55,994.01,52.42,370.82
303.54,6.98,239.32,93.36,12.79,993.1,124.9,369.34
303.58,5.71,236.9,94.04,12.52,992.39,56.9,369.62
303.63,3.39,234.47,94.81,12.47,991.78,31.74,371.18
303.67,5.65,241.97,92.97,12.63,991.16,35.8,369.87
303.71,4.5,240.49,93.99,12.43,990.85,3.52,370.74
303.75,5.6,224.78,96.01,12.22,990.28,-0.17,365.53
303.79,5.06,229.82,96.41,12.39,990.2,-0.12,371.88
303.83,4.11,238.17,96.91,12.5,989.91,-0.08,372.59
303.88,4.82,294.15,92.1,12.03,990.15,0.96,356.16
303.92,3.67,287.88,87.16,11.43,990.44,0.19,330.76
303.96,4.25,289.59,87.9,10.65,990.39,-2.07,282.23
304,2.32,280.58,86.92,9.51,990.3,-2.28,274.85
304.04,3.19,278.39,85.02,9.2,990.12,-1.77,269.89
304.08,2.81,273.63,80.74,9.14,990.18,-1.48,288.32
304.13,3.28,283.8,80.3,8.53,990.2,-2.06,270.16
304.17,5.17,291.32,78.49,9.14,990.21,-0.18,333.45
304.21,4.7,275.54,79.32,9.32,990.23,-0.35,341.73
304.25,4.24,280.2,83.92,9.44,990.2,-1.36,329.39
304.29,5.87,294.55,88.77,9.68,990.66,-0.14,344.19
304.33,5.97,297.96,84.04,9.65,991.62,16.59,336.03
304.38,4.65,288.81,84.94,9.69,992.72,52.05,337.31
304.42,5.06,315.18,83.28,10.23,994,97.49,343.03
304.46,4.57,319.77,75.98,11.33,995.16,307.76,292.44
304.5,4.01,333.03,72.19,11.34,996.29,192.16,350.73
304.54,5.22,353.59,73.94,11.02,996.22,235.39,324.69
304.58,4.29,346.82,71.88,10.98,996.79,150.77,306.21
304.63,4.96,356.9,67.95,11.56,997.73,246.57,311.76
304.67,3.72,348.88,74.07,10.43,998.25,46.73,280.47
304.71,3.33,342.69,76.85,9.52,999.44,14.67,273.03
304.75,3.65,351.68,79.16,8.73,1000.3,-2.32,270.19
304.79,1.41,355.45,80.91,8.26,1001.3,-2.39,275.62
304.83,3.66,351.04,82.5,7.92,1002.4,-2.18,267.21
304.88,2.97,10.1,84.17,7.55,1003.1,-2.65,263.79
304.92,3.26,14.12,85.9,6.85,1003.6,-2.42,261.17
304.96,0.95,319.51,85.9,6.09,1004.5,-2.53,259.61
305,2.16,18.03,88.13,5.64,1005,-2.68,257.69
305.04,2.21,6.77,89.45,5.27,1005.5,-2.63,258.24
305.08,2.19,355.12,89.13,5.45,1006.2,-2.23,260.82
305.13,1.62,3.95,85.31,5.5,1006.8,-2.16,262.87
305.17,1.56,352.37,86.72,5.09,1007.3,-2.11,262.55
305.21,1.82,339.02,86.89,4.63,1007.8,-2.28,262.82
305.25,1.51,335.32,89.45,4.18,1008,-2.41,258.05
305.29,1.83,357.8,87.35,4.34,1008.7,-2.01,256.09
305.33,2.06,1.77,86.87,4.43,1009.4,15.49,260.14
305.38,2.38,28.14,87.82,4.6,1009.9,80.46,264.51
305.42,3.47,19.85,88.45,5.05,1010.6,242.11,259.33
305.46,3.65,26.1,80.32,6.13,1011.2,309.81,258.53
305.5,3.38,32.52,77.21,7,1011.3,369.14,262.01
305.54,3.87,40.6,73.11,7.72,1011.2,375.33,263.29
305.58,3.91,39.15,64.25,8.51,1011.3,347.56,265.97
305.63,2.99,49.51,63.48,8.75,1011.3,249.58,266.36
305.67,2.1,50.22,68.8,8.45,1011.4,135.63,262.6
305.71,1.9,23.57,72.7,7.24,1011.6,23.03,258.42
305.75,2.26,30.76,75.53,5.69,1011.8,-2.39,252.66
305.79,2.16,30.55,72.82,5.56,1012.2,-2.14,251.48
305.83,2.79,25.13,72.44,5.52,1012.5,-2.32,253.26
305.88,3.02,27.87,71.99,5.14,1012.8,-2.25,254.12
305.92,2.54,33.75,73.72,4.65,1013,-2.17,253.36
305.96,2.73,34.38,73.11,4.71,1013,-2.04,252.24
306,2.76,25.63,73.34,4.62,1013.1,-2.18,251.8
306.04,2.74,23.04,70.35,4.71,1013,-2.12,253.38
306.08,2.72,26.81,69.54,4.68,1012.7,-2.21,252.93
306.13,2.82,32.5,71.44,4.46,1012.6,-2.03,253.3
306.17,2.94,32.81,72.98,4.37,1012.3,-2.01,254.05
306.21,2.83,27.4,73.55,4.47,1012.3,-2.03,255.5
306.25,2.93,28.42,74,4.46,1012.4,-1.63,259.67
306.29,2.86,33.6,74.53,4.64,1012.5,-1.25,279.63
306.33,2.71,34.87,76.62,4.49,1012.7,13.12,265.99
306.38,2.62,36.99,76.84,5.2,1013.2,121.24,258.91
306.42,2.35,44.62,75.68,6.24,1013.3,231.79,260.62
306.46,2.06,106.58,72.96,7.67,1013.4,318.22,266.5
306.5,2.68,115.82,69.86,8.44,1013.2,380.09,272.56
306.54,2.72,139.87,69.4,9.14,1012.8,368.96,279.89
306.58,2.19,145.57,68.09,9.17,1012.4,215.87,278.34
306.63,1.6,150.46,68.89,9.11,1012.3,131.01,297.79
306.67,1.25,97.64,73.3,8.31,1012.1,68.64,278.91
306.71,1.3,79.72,77,7.5,1011.8,12.46,268.59
306.75,1.53,45.06,79.26,6.47,1011.8,-2.11,265.81
306.79,1.9,37.48,80.02,5.81,1011.9,-2.1,263.46
306.83,2.02,40.66,78.58,5.67,1011.9,-1.86,259.54
306.88,1.84,49.33,78.19,5.53,1011.9,-2.2,258.39
306.92,2.29,40.23,78.9,5.21,1011.9,-2.11,257.61
306.96,2.09,50.43,76.04,5.26,1011.6,-2.03,257.33
307,2.38,35.23,76.31,5.2,1011.5,-1.63,268.33
307.04,2.61,29.41,76.28,5.51,1011.6,-0.63,315.38
307.08,2.37,39.88,76.41,5.62,1011.3,-0.44,319.23
307.13,2.54,36.45,76.45,5.73,1011.1,-0.2,327.01
307.17,2.8,27.9,74.6,5.91,1010.8,-0.4,325.76
307.21,2.8,27.72,77.43,5.47,1010.7,-0.32,320.51
307.25,3.01,29.06,78.79,5.59,1010.7,-0.3,325.43
307.29,2.65,39.98,81.1,5.55,1010.7,-0.5,323.88
307.33,2.66,30.17,81.75,5.53,1011,6.05,326.95
307.38,2.14,42.47,82.69,5.78,1011.3,46.64,325.71
307.42,1.85,50.93,81.62,6.66,1011.6,161.07,287.09
307.46,1.63,98.51,78.71,7.72,1011.6,205.44,270.62
307.5,2.34,128.32,75.69,8.61,1011.4,290.65,284.62
307.54,2.57,144.28,69.31,9.36,1011.3,217.12,314.54
307.58,2.2,137.11,73.25,9.31,1011.2,282.81,320.52
307.63,2.22,156,67.98,9.58,1011.2,198.68,296.65
307.67,1.65,156.73,72,8.8,1011,85.83,269.69
307.71,0.19,9.11,78.66,7.21,1010.9,9.46,269.27
307.75,0.22,311.51,79.7,6.92,1011.5,-1.03,270.11
307.79,1.05,345.75,79.29,6.84,1011.9,0.15,267.9
307.83,0.68,356.51,80.63,6.46,1012.1,-1.43,265.37
307.88,0.85,358.37,80.11,6.6,1012.4,-0.54,266.45
307.92,0.83,3.71,80.93,6.43,1012.6,-1,270.41
307.96,1.03,352.3,81.4,6.22,1012.7,-0.44,271.29
308,0.73,348.62,83.75,5.03,1013,-1.55,265.32
308.04,0.46,343.32,86.33,4.33,1013.1,-2.42,262.28
308.08,0.08,182.82,82.76,4.53,1013.1,-3.02,262.7
308.13,0.41,190,85,3.91,1012.8,-2.04,258.77
308.17,0.37,27.15,86.05,3.39,1012.8,-1.84,256.57
308.21,0.75,21.25,82.09,4.55,1013.1,-0.25,257
308.25,0.08,168.13,85.55,3.73,1013.3,-1.76,252.99
308.29,0.3,276.19,85.29,3.4,1013.2,-1.86,252.85
308.33,0.46,291.17,87.07,3.58,1013.7,15.6,266.56
308.38,0,180,78.64,6.28,1014.1,108.41,257.92
308.42,0.24,232.28,80.16,7.29,1014.1,214.29,262.54
308.46,0.49,172.85,71.98,8.86,1014.3,303.01,268.87
308.5,0.74,176.4,70.86,9.56,1014.1,345.97,273.24
308.54,0.48,250.88,64,10.23,1013.6,339.02,275.02
308.58,0.74,227.67,64.47,10.69,1013.7,308.67,277.39
308.63,1.78,340.07,60.8,10.42,1013.6,233.08,273.06
308.67,1.06,356.2,61.78,10.23,1013.4,117.34,272.95
308.71,0.95,347.25,69.86,9.6,1013.2,14.98,272.04
308.75,0.9,338.2,77.9,8.1,1013.1,-2.7,270.19
308.79,0.07,201.22,87.62,5.45,1013,-2.04,268.93
308.83,1.71,348.47,80.21,8.31,1013.2,-1.39,272.12
308.88,0.45,45.69,84.11,6.92,1012.9,-3.31,269.03
308.92,0.67,292.91,87.56,5.88,1012.7,-2.26,268.39
308.96,0.37,324.36,92.92,4.97,1012.6,-0.75,284.81
309,0.17,285.48,92.75,4.88,1012.4,-1.29,302.52
309.04,0.1,107.34,90.61,5.22,1012.1,-1.75,308.17
309.08,0.12,296.3,92.53,4.28,1011.9,-1.33,303.55
309.13,0.47,286.02,93.31,5.11,1011.3,-1.01,310.14
309.17,0.27,40.22,90.34,5.68,1011.3,-1.63,310.21
309.21,0.1,282.36,91.29,5.44,1011,-0.91,311.05
309.25,0.19,223.78,93.47,4.48,1010.9,-0.76,315.56
309.29,0.3,245.47,92.79,5.07,1011.1,-1.96,314.96
309.33,0.89,315.46,89.2,6.99,1011.3,7.96,322.69
309.38,0.07,349.55,92.47,6.45,1011.6,91.7,324.9
309.42,0.47,234.48,90.82,7.85,1011.5,229.74,332.1
309.46,1.28,224.35,89.1,8.76,1011.1,274.89,284.09
309.5,2.05,226.02,83.68,9.69,1010.9,300.73,279.72
309.54,2.45,239.54,80.25,10.13,1010.4,377.51,281.2
309.58,1.93,219.43,79.89,10.57,1010,278.64,283.16
309.63,1.86,226.1,76.76,10.84,1009.8,252.06,300.21
309.67,1.47,222,76.3,10.79,1009.5,143.42,282.12
309.71,0.52,268.36,81.09,9.67,1009.2,15.31,275.97
309.75,0.43,15.65,86.27,8.37,1009,-2.79,273.32
309.79,0.57,305.15,84.61,7.72,1009,-0.91,282.81
309.83,0.72,299.55,89.23,7.13,1008.8,0.32,292.31
309.88,0.36,299.48,89.68,6.62,1008.5,-0.42,302.42
309.92,0.29,14.72,91.35,6.34,1008.3,-1.52,305.44
309.96,0.01,256.25,93.45,5.93,1007.9,0.16,305.75
310,0.26,0.85,94.82,6.01,1007.7,-0.4,309.55
310.04,0.14,301.17,95.7,4.87,1007.3,-0.03,313.51
310.08,0.03,272.9,96.41,3.82,1006.9,-0.48,322.98
310.13,0.09,153.42,96.76,4.41,1006.5,0.69,329.59
310.17,0.02,111.34,96.71,5.35,1005.7,-1.59,319.29
310.21,0.07,201.38,97,4.47,1005.3,-0.98,326.63
310.25,0.01,230.97,97.03,5.02,1005,-0.64,331.53
310.29,0.06,197.15,97.13,4.82,1004.9,0.67,334.62
310.33,0.04,260.77,96.96,6.19,1004.7,10.84,333.09
310.38,0.15,171.63,97,5.67,1004.3,67.75,336.59
310.42,0.83,193.23,97.05,6.77,1004,202.07,344.83
310.46,2.07,187.03,97.02,8.18,1003.6,304.94,332.01
310.5,2.2,177.4,93.71,9.05,1002.9,313.13,291.68
310.54,3.06,183.02,91.52,10.35,1002.1,335.31,286.1
310.58,3.37,190.13,88.03,11.12,1001.4,267.22,289.56
310.63,4.15,194.21,82.17,11.78,1000.8,203.34,294.98
310.67,1.94,199.94,84.9,10.96,1000.6,52.38,301.68
310.71,1.29,186.14,87.6,10.37,1000.2,6.67,308.57
310.75,0.3,176.47,90.35,9.44,999.71,-2.25,292.95
310.79,1.19,175.62,92.96,8.93,999.5,-1.57,301.64
310.83,1.87,192.09,94.28,9.25,999.47,-0.56,345.09
310.88,0.75,204.81,93.92,9.62,999.36,-0.09,351.19
310.92,1.05,208.46,94.45,9.16,998.96,-1.14,328.48
310.96,0.76,191.96,95.52,8.97,998.57,-0.54,342.21
311,0.43,164.89,96.01,8.78,998.32,-0.5,339.05
311.04,1.25,231.95,96.45,9.12,997.95,-0.42,346.73
311.08,0.56,224.89,96.75,8.96,997.57,-0.15,353.35
311.13,0.64,254.37,96.94,9.18,997.39,-0.16,355.2
311.17,0.23,197.57,97.04,9.1,996.8,-0.18,352.63
311.21,1.14,200.53,97.1,9.36,996.49,0.01,356.32
311.25,1.32,206.64,97.16,9.33,996.29,-0.02,358.37
311.29,0.9,232.08,97.23,9.42,996.11,0.06,359.19
311.33,0.49,205.7,97.29,9.68,996.13,4.25,360.47
311.38,0.74,202.45,97.33,9.9,996.28,19.1,362.06
311.42,1.15,210.11,97.31,10.15,996.28,48.28,364.5
311.46,1.85,206.38,97.39,10.51,996.17,64.07,365.5
311.5,2.13,215.27,97.4,11.05,995.61,105.37,367.07
311.54,2.84,218.14,97.41,11.25,995.34,41.85,367.07
311.58,2.52,224.17,97.31,11.48,995,62.79,368.63
311.63,2.31,222.14,97.23,11.64,994.84,33.92,369.72
311.67,2.97,218.09,97.26,11.71,994.58,16.72,370.23
311.71,2.35,225.91,97.31,11.76,994.52,5.74,370.6
311.75,1.53,198.89,97.34,11.79,994.7,-0.13,371.04
311.79,3.33,233.56,97.36,11.8,994.57,-0.22,367.48
311.83,2.07,226.91,97.4,11.56,994.74,-0.11,369.67
311.88,2.65,228.52,97.41,11.74,994.64,-0.12,369.81
311.92,2.14,214.72,97.43,11.77,994.65,-0.1,371.5
311.96,2.55,227.51,97.45,11.96,994.71,-0.07,372.31
312,2.56,225.19,97.47,12.13,994.81,-0.18,373.13
312.04,3.1,234.25,97.54,12.24,994.64,-0.09,373.72
312.08,1.63,256.25,97.56,11.88,994.62,0.04,368.59
312.13,2.69,258.19,97.62,11.24,994.62,0.99,364.3
312.17,1.9,255.98,97.19,10.41,994.55,-0.02,346.38
312.21,2.51,270.83,94.19,9.67,994.58,-0.09,317.21
312.25,3.33,257.1,92.65,9.86,994.7,-0.56,331.07
312.29,3.19,264.01,90.41,9.98,995.21,-0.28,334.91
312.33,2.52,236.05,91.62,9.62,995.62,5.22,337.59
312.38,2.58,246.25,89.53,10.1,996.35,49.27,348.39
312.42,2.75,226.93,92.44,10.67,996.77,103.07,342.81
312.46,2.65,216.58,93.65,11.3,997.38,92.02,357.74
312.5,3.11,224.1,92.89,12,997.18,34.48,367.97
312.54,4.42,247.11,89.52,12.82,997.16,117.73,352.94
312.58,1.2,329.45,89.65,13.17,997.58,62.62,371.35
312.63,3.8,17.81,93.38,9.98,997.71,25.87,359.45
312.67,3.82,9.72,90.52,9.44,998.65,87.3,316.56
312.71,2.99,5.85,89.36,9.13,999.67,4.35,304.9
312.75,1.07,319.63,91.09,8.41,1000.7,-1.98,281.99
312.79,0.79,252.3,90.42,7.97,1002,-1.38,304.64
312.83,2.09,294.82,90.98,8.34,1003.3,-0.21,309.16
312.88,1.62,300.48,91.21,7.77,1004.3,-1.38,289.24
312.92,2.14,323.54,90.11,7.6,1005.5,-2,272.45
312.96,2.92,330.41,85.4,7.46,1006.4,-1.32,285.17
313,2.25,307.33,83.25,7.18,1007,-1.42,285.42
313.04,1.38,304.4,86.11,6.2,1007.7,-1.83,267.25
313.08,2.4,320.11,85.63,5.97,1008.1,-1.18,260.82
313.13,2.07,330.88,81.82,6.33,1008.7,-2.17,259.49
313.17,1.4,347.55,88.38,4.71,1009,-1.12,256.73
313.21,0.86,277.77,88.16,3.42,1009.7,-4.27,254.76
313.25,0.82,306.37,90.81,3.3,1010.1,-2.39,254.96
313.29,0.49,322.91,84.77,4.7,1010.6,-2.52,257.32
313.33,1.61,12.76,83.21,5.4,1011.2,4.35,256.42
313.38,1.56,30.74,86.53,4.95,1011.6,72.35,255.52
313.42,1.31,59.42,82.72,6.73,1012.4,193.27,259.48
313.46,1.61,151.74,78.11,7.81,1012.6,282.39,263.78
313.5,1.86,153.57,72.61,8.6,1012.2,339.2,266.64
313.54,2.67,139.27,69.4,8.58,1011.6,327.89,267.16
313.58,2.68,156.27,66.04,8.9,1011.2,271.07,268.15
313.63,2.41,153.07,66.24,8.91,1010.9,184.18,269.41
313.67,2.3,163.52,72.18,8.32,1010.5,75.11,268.6
313.71,0.76,159.29,83.23,6.54,1009.8,7.2,266.25
313.75,0.26,148.33,86.91,5.56,1009.5,-2.3,265.93
313.79,0.26,191.51,88.05,5.12,1009.4,-0.86,284.15
313.83,0.84,156.08,86.78,5.57,1008.9,-1.81,282.21
313.88,0.24,132.04,86.37,6.45,1009.3,1.02,334.91
313.92,2,175.67,85.93,7.26,1008.3,0.3,340.51
313.96,2.79,169.63,86.39,8.13,1007.4,0.16,341.81
314,3.23,179.13,87.76,9.02,1007.2,-0.05,344.62
314.04,2.89,183.68,87.95,9.49,1006.6,-0.16,349.69
314.08,3.98,180.45,88.11,9.83,1005.6,-0.22,352.01
314.13,3.64,187.05,91.77,10.16,1005.5,-0.25,359.24
314.17,2.67,199.72,95.51,10.4,1004.9,-0.2,362.86
314.21,4.18,183.35,96.57,10.85,1003.6,-0.15,364.21
314.25,3.73,189.34,96.43,11.39,1003.2,0.02,367.49
314.29,4.65,191.6,95.95,11.69,1002.4,0.01,368.93
314.33,5.91,200.11,96.31,11.94,1001.9,0.3,370.63
314.38,6.59,205.63,96.13,12.11,1001.6,3.75,370.91
314.42,6.11,215.69,96.57,12.2,1001.3,6.44,372.01
314.46,5.75,216.31,96.55,12.42,1001,33.58,372.83
314.5,4.93,217.68,96.22,12.47,1000.6,21.06,373.06
314.54,4.29,222.22,96.53,12.55,999.59,39.79,373.69
314.58,4.7,226.62,96.34,12.65,999.01,36.65,372.23
314.63,3.76,240.74,93.69,12.23,998.42,39.05,357.54
314.67,5.02,241.77,92.82,12.31,998.01,32.38,352.85
314.71,4.06,238.2,93.29,12.06,997.88,1.77,362.35
314.75,3.98,249.5,94.41,11.9,998,0.26,359.23
314.79,3.74,321.33,91.55,9.69,998.39,-0.06,354.25
314.83,4.48,335.04,89.48,8.93,998.34,0.74,343.75
314.88,3.48,303.36,88.54,9.06,999,-0.2,338.93
314.92,1.1,260.05,88.77,8.99,999.15,-1.35,314.16
314.96,1.78,281.39,90.06,8.73,999.82,-1.02,311.77
315,1.88,265.81,86.91,7.92,999.86,-1.33,299.75
315.04,1.27,245.25,88.4,7.23,999.94,-3.18,267.49
315.08,1.3,283.44,88.66,6.23,999.89,-1.58,271.61
315.13,1.79,264.71,83.07,6.37,1000.3,-1.73,261.06
315.17,0.9,257.51,82.08,5.87,1000.1,-1.39,279.57
315.21,1.12,277.78,84.66,5.25,999.76,-1.11,272.74
315.25,1.64,265.34,84.01,6.24,1000.8,-0.52,308.57
315.29,4.38,294.45,76.16,7.84,1001.1,-0.35,310.65
