Data,WindS,WindDir,RelHum,AirT,AirP,SWglobal,LWin
315.33,2.81,278.09,80.21,7.3,1000.7,5.42,294.9
315.38,2.9,274.84,79.13,8.13,1001.4,46.91,317.77
315.42,4.05,254.13,76.99,8.83,1001.6,72.13,338.52
315.46,3.77,257.67,78,9.4,1001.9,65.78,344.66
315.5,4.72,282.49,80.87,9.79,1001.6,149.49,334.53
315.54,5.4,287.31,82.38,9.53,1001.4,66.38,349.07
315.58,4.2,270.53,81.95,10,1001.7,113.05,346.56
315.63,3.92,259.25,82.29,9.77,1001.5,35.89,348.74
315.67,3.71,261.66,82.57,9.61,1001.9,21.42,347.58
315.71,3.4,267.08,87.9,8.82,1002.3,2.01,295.64
315.75,4.79,287.85,85.49,9.11,1002.7,-1.04,301.66
315.79,5.53,295.5,88.85,9.1,1003.4,0.46,322.95
315.83,4.84,290.69,89.52,9.06,1003.5,-0.74,331.29
315.88,4.56,284.55,89.56,9.1,1003.8,0.15,320.92
315.92,3.68,289.28,90.24,9.1,1004.1,-0.51,338.66
315.96,4.19,297.29,90.36,9.11,1004.2,-0.47,310.62
316,2.58,266.68,89.97,9.03,1004.3,0.46,347.04
316.04,1.76,265.07,90.31,8.94,1004.6,-1.28,348.18
316.08,2.89,280.85,91.2,9.03,1004.7,-0.65,333.85
316.13,2.17,278.54,92.37,8.71,1004.6,-0.33,341.55
316.17,1.92,244.21,93.14,8.63,1004.4,-1.01,332.29
316.21,0.95,274.13,92.75,7.73,1004,-1.54,310.72
316.25,1.19,262.65,91.51,8.29,1004,0.29,329.76
316.29,0.75,147.8,92.51,7.46,1003.8,-1.43,306.59
316.33,0.9,190.93,94.95,7.03,1003.7,1.98,319.1
316.38,0.66,167.91,95.4,7.07,1003.5,44.06,305.37
316.42,1.36,194.54,90.55,8.2,1003.3,106.84,295.74
316.46,1.34,199.78,89.42,8.92,1002.7,87.79,335.94
316.5,3.68,224.95,83.49,10.26,1001.8,301.83,335.81
316.54,6.48,247.54,73.52,11.42,1000.7,405.21,340.53
316.58,6.94,253.05,75.51,10.9,999.6,124.73,346.29
316.63,5.56,243.83,80.27,10.35,998.38,36.54,349.25
316.67,5.03,222.3,85.87,10.19,996.86,23.64,353.36
316.71,7.36,239.47,93,10.21,996.24,1.35,359.86
316.75,5.42,238.02,95.47,10.75,995.72,0.12,363.51
316.79,5.64,232.8,94.5,11.48,995,0.87,366.3
316.83,3.46,218,95.81,11.73,994.01,-0.16,368.96
316.88,4.69,225.22,96.41,12.25,992.83,-0.08,372.09
316.92,4.44,227.84,96.77,12.67,991.93,0.13,373.91
316.96,5.03,240.35,93.95,13.16,991.66,1.98,374.11
317,5.29,231.56,92.44,12.88,991.02,0.22,369.26
317.04,3.24,237.04,93.5,12.51,990.38,-0.67,370.58
317.08,2.49,227.84,94.56,12.4,989.59,-0.34,370.67
317.13,2.72,234.69,91.5,12.7,988.9,-0.01,350.97
317.17,3.33,253.4,88.73,12.77,988.6,2.07,362.54
317.21,3.51,261.8,87.27,12.11,988.37,-0.28,361.84
317.25,4.57,273.23,81.61,12.09,987.89,-0.36,357.47
317.29,4.28,280.1,78.24,11.69,987.99,-0.6,354
317.33,4.85,283.92,71.4,11.4,987.81,2.33,312.63
317.38,5.33,273.43,73.74,11.02,987.97,65.08,289.65
317.42,2.89,220.76,76.68,10.77,987.68,73.18,329.65
317.46,2.5,261.37,85.44,10.61,987.89,100.65,348.88
317.5,2.2,252.74,84.08,11.34,987.43,117.05,347.48
317.54,2.59,271.8,84.83,11.15,987,99.36,344.03
317.58,3.13,281.47,78.77,11.5,986.76,177.2,339.85
317.63,3.32,273.7,81.33,10.67,986.2,55.76,325.61
317.67,3.11,258.41,83.18,10.79,986.21,57.4,351.23
317.71,3,248.88,90.21,9.63,986.01,5.47,340.71
317.75,2,242.67,88.41,9.34,985.92,0.36,327.11
317.79,3.63,253.78,84.78,9.57,985.97,-0.35,343.7
317.83,2.88,241.12,86.98,9.03,985.61,-1.24,322.57
317.88,2.01,253.71,87.43,8.82,985.72,-0.69,335.89
317.92,3.02,234.49,86.64,8.72,985.51,-1.22,320.59
317.96,1.14,257.27,88.94,8.23,985.27,-1.09,316.71
318,2.76,244.15,84.32,8.94,985.12,0.36,343.93
318.04,2.83,229.62,89.47,8.8,985.06,-0.55,340.84
318.08,1.53,230.73,92.49,8.4,984.66,-0.33,343.03
318.13,1.73,220.54,89.82,8.52,984.3,-0.13,344.61
318.17,1.26,239.66,89.71,8.08,983.63,-0.92,324.75
318.21,2.81,247.91,88.3,8.23,983.35,-1.12,336.25
318.25,1.58,191.72,92.37,7.73,982.98,-1.24,335.54
318.29,1.35,220.48,94.05,7.82,982.73,-0.75,340.17
318.33,1.7,215.2,94.46,8.05,982.51,0.78,342.78
318.38,2.72,234.47,94.72,8.22,982.45,19.37,344.98
318.42,3.18,227.72,94.56,8.52,982.2,56.33,338.24
318.46,2.76,227.2,93.58,9.05,981.92,94.64,344.38
318.5,3.75,229.47,93.17,9.1,981.46,84.19,350.63
318.54,3.34,241.48,94.59,9.11,981.19,79.65,350.43
318.58,2.78,236.55,93.4,9.46,980.78,109.61,347.84
318.63,2.63,229,93.08,9.37,980.18,49.16,350.04
318.67,2.53,226.12,93.99,9.18,980.1,30.02,331.9
318.71,2.4,223.64,94.25,8.68,980.19,1.04,330.2
318.75,2.28,203,95.19,8.24,979.93,-1.01,318.78
318.79,2.15,216.71,96.26,8.11,979.85,-0.6,333.67
318.83,1.86,218.15,96.04,7.99,979.81,-0.63,337.84
318.88,0.84,212.56,95.94,7.77,979.64,-0.46,344.88
318.92,0.49,215.4,96.2,7.76,979.58,-0.29,348.74
318.96,0,180,96.41,7.77,978.96,-0.5,345.47
319,0,180,96.57,7.7,978.71,-0.35,347.2
319.04,0.06,82.57,96.72,7.71,978.35,-0.16,348.24
319.08,0.65,60.46,96.78,7.57,977.66,-0.4,346.31
319.13,1.46,37.57,96.92,7.38,977.06,-0.35,345.75
319.17,1.92,32.32,96.99,7.14,976.13,-0.3,345.7
319.21,1.23,39.9,97.05,7.05,975.31,-0.28,345.04
319.25,1.22,103.5,97.07,7.18,974.57,-0.12,345.88
319.29,0.4,5.16,97.15,7.14,974.26,-0.19,346.78
319.33,2,20.98,97.16,7.04,973.3,0.07,345.67
319.38,2.79,28.58,97.15,6.96,972.44,5.27,344.5
319.42,3.17,39.02,97.1,7.13,971.37,20.64,346.51
319.46,3.02,22.33,96.79,6.98,970.33,31.66,345.39
319.5,4.08,25.42,96.02,7.17,968.85,31.75,345.78
319.54,4.69,25.67,95.46,7.12,967.18,41.52,342.82
319.58,4.55,19.26,95.27,7.03,966.17,46.84,343.54
319.63,4.46,2.24,94.27,7.24,964.85,38.83,341.38
319.67,5.03,356.99,94.29,7.06,963.83,6.98,338.92
319.71,5.56,0.12,94.22,6.76,962.21,2.51,337.56
319.75,5.7,348.94,95.06,6.43,962.17,0.47,337.77
319.79,4.69,318.03,94.09,6.46,963.44,0.15,337.47
319.83,5.32,314.63,91.41,6.41,964.49,0.56,337.12
319.88,3.86,295.85,90.91,5.81,966.34,-0.37,317.81
319.92,3.48,298.24,91.74,5.73,967.2,-0.76,325.84
319.96,2.75,272.78,93.27,5.73,967.93,-0.36,333.14
320,1.8,273.81,91.41,4.82,968.91,-2.52,258.85
320.04,2.76,265.32,91.76,4.61,969.43,-2.04,266.54
320.08,1,264.56,91.37,3.76,969.48,-2.76,250.67
320.13,1.72,242.02,91.75,3.13,969.5,-3.05,243.42
320.17,0.77,263.77,92.84,2.43,969.48,-2.21,252.32
320.21,1.14,252.46,93.93,2.08,969.57,-2.07,271.09
320.25,1.17,280.11,92.96,2.17,969.95,-2.25,250.11
320.29,1.16,261.72,93.8,2.26,970.47,-1.35,275.87
320.33,2.36,285.96,92.16,2.81,971.04,0.66,257.83
320.38,1.46,266.43,92.17,2.69,971.65,68.66,244.55
320.42,1.18,217.84,92.68,3.27,972.03,169.57,246.53
320.46,3.08,247.29,87.03,4.96,972.47,255.88,251.34
320.5,3.97,245.23,82.88,6.26,972.06,308.94,255.59
320.54,3.45,223.55,83,6.79,971.98,250.84,277.06
320.58,2.73,234.37,85.5,6.42,971.49,91.14,331.35
320.63,3.82,233.4,84.3,7.57,971.3,173.95,267.72
320.67,3.21,255.41,81.05,6.93,971.54,55.93,278.82
320.71,3.66,223.36,85.81,5.73,971.38,0.68,266.15
320.75,2.67,215.5,89.63,5,971.68,-1.65,276.72
320.79,1.1,236.76,91.86,4.57,971.64,-1.23,294.19
320.83,1.02,234.46,93.81,4.31,971.38,-1.25,304.59
320.88,0.61,34.83,95.61,3.76,970.79,-1.78,307.58
320.92,1.05,272.57,96.26,3.92,970.66,0.3,324.67
320.96,0.73,209.6,93.69,4.36,969.5,-1.85,307.35
321,1.57,243.02,94.63,4.01,969.14,-0.24,319.69
321.04,0.86,173.44,93.23,4.25,968.07,0.02,327.05
321.08,0.62,142.42,94.12,3.94,967.24,-0.22,326.4
321.13,0.67,74.99,95.77,3.78,966.35,-0.47,329.05
321.17,4.05,316.66,94.47,3.31,966.03,-0.22,325.74
321.21,2.51,346.1,93.01,2.41,965.54,0.01,306.75
321.25,3.9,281.62,93.9,2.3,966.44,-0.23,279.24
321.29,2.48,276.34,94.81,2.5,967.15,-0.24,288.96
321.33,2.03,285.04,93.13,2.45,968.15,0.45,239.4
321.38,1.1,255.08,95.25,1.47,968.89,67.98,239.01
321.42,2.1,230.31,94.07,2.44,969.3,163.57,243.53
321.46,4.45,239.06,86.34,4.2,969.59,235.78,274.5
321.5,4.6,256.33,83.65,4.78,969.73,107.82,262.71
321.54,3.55,275.31,86.79,4.01,970.48,104.14,312.38
321.58,3.51,248.22,90.08,3.44,970.68,258.62,242.04
321.63,3.37,266.23,82.86,4.25,971.02,105.75,268.67
321.67,3.88,265.07,86.98,2.41,971.69,59.39,236.19
321.71,3.66,257.37,90.24,1.85,972.26,2.01,253.25
321.75,3.76,259.85,89.71,1.47,973,-2.15,234.32
321.79,3.74,249.53,92.65,1.28,973.73,-2.06,253.29
321.83,2.93,262.82,92.46,1.64,974.81,-1.28,283.9
321.88,1.75,242.03,92.97,1.37,975.66,-2.1,261.91
321.92,2.47,262.9,90.88,1.49,976.46,-0.97,303.52
321.96,2.17,266.66,94.64,1.07,976.91,-1.58,295.81
322,3.5,263.06,90.88,1.93,977.65,-0.37,300.93
322.04,3.58,250.52,88.42,1.79,977.99,-1.13,238.2
322.08,3.3,263.07,87.94,2.07,978.78,-1.02,265.94
322.13,4.76,254.72,83.4,2.6,979.47,-0.81,242.45
322.17,4.13,261.73,84.26,2.59,980.17,-2.01,239.44
322.21,4.16,254.75,82.13,2.7,981,-2.48,238.43
322.25,2.57,267.76,86.04,2.53,982.25,-1.65,273.81
322.29,2.55,246.64,82.95,2.65,983.31,-1.93,257.21
322.33,4.18,272.73,83.37,3.01,984.43,0.42,269.45
322.38,1.48,268.29,88.63,2.1,985.31,58.29,237.76
322.42,2.48,278.56,85.2,3.62,986.57,158.78,269.11
322.46,2.41,239.53,80.68,4.96,987.21,250.64,244.79
322.5,3.58,253.47,75.1,6.07,987.87,332.37,264.69
322.54,4.62,252.66,75.26,5.83,987.96,307.29,245.49
322.58,3.37,233.35,71.39,6.44,988.02,258.85,249.74
322.63,3.7,233.39,70.41,6.62,988.21,174.57,253.2
322.67,2.74,224.47,75.33,6.43,988.66,81.67,254.5
322.71,1.86,209.66,80.36,4.53,988.67,-0.01,254.91
322.75,1.94,222.64,86.18,4.01,989.2,-0.85,299.01
322.79,2.41,222.53,87.39,3.52,989.65,-1.89,252.79
322.83,0.94,230.76,90.74,3.07,989.93,-2.15,256.4
322.88,2.06,207.12,91.35,3.41,990.3,-1.52,255.06
322.92,2.78,231.47,91.56,3.31,990.7,-2.46,245.88
322.96,1.55,255.2,94.12,2.25,990.87,-2.37,245.31
323,0.79,250.26,95.83,1.86,990.95,-2.09,280.04
323.04,1.15,268.67,96.35,1.86,991.21,-1.91,290.59
323.08,0.86,259.47,93.86,1.93,991.09,-1.77,293.99
323.13,0.7,264.83,92.87,2.16,990.97,-1.66,292.58
323.17,0.51,237.89,93.8,1.52,990.56,-1.42,297.7
323.21,2.03,248.49,94.77,1.49,990.39,-1.58,296.39
323.25,0.72,224.08,94.26,1.9,989.97,-1.72,300.39
323.29,1.01,222.45,95.32,1.54,989.32,-0.89,307.75
323.33,1.6,219.17,93.41,3.05,988.59,2.21,315.77
323.38,1.54,215.91,93.2,3.36,987.99,27.63,317.47
323.42,5.23,210,91.69,6.63,987.02,27.4,332.44
323.46,8.3,213.98,89.07,7.67,985.67,49.82,337.84
323.5,9.95,211.76,84.37,7.73,984.29,83.08,333.87
323.54,10.55,220.64,87.99,8.15,982.65,63.86,341.54
323.58,10.33,216.01,91.07,8.04,980.37,46.14,345.76
323.63,10.12,217.42,94.31,8.64,978.24,16.88,351.7
323.67,10.56,224.95,93.73,9.76,976.24,6.18,356.71
323.71,9.83,224.51,93.91,10.58,975.2,0.75,361.37
323.75,9.16,241.24,92.98,11.58,975.29,1.09,361.54
323.79,6.93,250.42,85.12,11.71,975.79,0.95,340.77
323.83,7.07,235.11,92.26,11.18,975.88,-0.1,353.35
323.88,6.63,256.92,84.85,11.32,976.22,-1.04,336.84
323.92,6.46,260.31,88.01,10.38,976.35,0.01,288.06
323.96,3.27,258.37,88.13,9.82,977.24,-1.92,301.69
324,2.73,262.31,86.26,8.63,977.92,-2.27,278.54
324.04,1.68,274.13,85.73,8.1,978.46,-0.83,315.89
324.08,3.35,256.51,81.02,7.89,978.8,-3.04,268.04
324.13,1.78,264.86,87.01,6.78,979.28,-1.85,309.24
324.17,3.16,259,83.95,6.6,979.41,-2.44,258.43
324.21,3.97,259.78,80.26,7,979.7,-1.37,289.45
324.25,0.87,132.89,86.49,5.26,979.67,-3.48,260.02
324.29,0.7,331.02,90.77,5.03,979.77,-2.72,288.05
324.33,0.61,292.1,93.11,4.49,979.68,1.47,323.42
324.38,1.89,263.01,90.74,6.38,980.37,41.08,330.8
324.42,2.25,250.69,91.06,6.69,980.31,136.14,288.4
324.46,3.49,255.65,89.87,7.2,980.61,177.65,264.08
324.5,4.03,266.03,76.83,8.5,980.41,261.52,284.02
324.54,4.83,283.34,73.2,8.27,980.04,282.13,281.23
324.58,3.77,271.23,79.6,7.32,979.62,142.33,283.25
324.63,4.22,275.75,73.27,7.83,979.05,152.46,257.78
324.67,4.02,254.41,73.32,7.46,978.83,52.66,268.63
324.71,4.33,249.39,79.57,6.91,978.6,0.66,305.85
324.75,3.13,248.2,87.98,5.98,978.57,-1.33,301.87
324.79,3.67,282.4,83.13,6.06,978.35,-1.12,279.77
324.83,2.76,278.36,85.65,5.87,978.56,-0.2,307.83
324.88,3.07,268.02,87.14,5.58,978.63,-0.77,308.17
324.92,2.52,267.92,86.89,5.54,978.73,-0.98,310.23
324.96,1.75,259.86,87.99,4.68,978.71,-0.74,267.34
325,1.17,234.32,89.03,4.54,978.92,-0.39,289.72
325.04,1.72,237.11,89.22,4.15,978.93,-2,265.96
325.08,4.05,275.05,87.38,4.41,979.19,0.17,321.02
325.13,2.92,289.87,87.13,4.5,978.74,-0.39,292
325.17,3.11,286.02,87.34,4.36,978.47,-0.56,281.23
325.21,3.95,279.26,82.92,4.81,977.98,-0.12,262.54
325.25,5.18,281.88,84.36,4.97,978.22,0.11,294.3
325.29,5.8,298.26,87.88,4.59,978.53,-0.23,307.36
325.33,6,302.26,82.74,4.6,978.42,2.86,313.94
325.38,4.92,295.39,85.51,5.02,979.13,24.77,298.41
325.42,4.21,287.6,81.28,5.45,979.73,106.28,253.14
325.46,5.65,321.59,83.06,5.13,980.56,170.49,257.9
325.5,5.56,305.65,77.24,6.6,980.69,282.68,252.34
325.54,5.76,295.05,70.31,7.43,980.11,298.72,253.22
325.58,5.48,300.11,68.02,7.66,980.14,256.15,258.61
325.63,4.78,307.32,68.8,7.37,980.38,121.26,259.22
325.67,2.56,285.57,75.86,6.29,980.6,34.06,258.39
325.71,2.41,289.23,78.67,5.35,980.85,-0.35,261.87
325.75,1.99,284.19,80.85,5.09,981.24,-1.19,282.5
325.79,1.36,244.32,84.29,4.79,981.5,-2.37,274.96
325.83,1,243.43,87.81,4.3,981.36,-0.72,326.16
325.88,1.16,278.54,87.8,4.32,981.21,-0.36,325.85
325.92,1.35,280.18,86.58,4.58,980.49,-0.4,307.99
325.96,0.58,232.66,89.02,4.3,979.79,-0.69,320.11
326,0.96,243.21,88.43,4.93,979.07,0.12,327.92
326.04,0.56,258.62,90.5,4.6,978.5,-0.18,332.36
326.08,0.77,156.73,93.53,4.43,977.09,-0.48,333.42
326.13,1.22,201.04,95.38,4.57,976.5,-0.11,334.95
326.17,1.51,211.15,96.29,5.5,975.11,0.05,339.31
326.21,1.39,254.1,96.65,5.54,974.43,-0.05,339.92
326.25,0.5,222.87,96.81,6.23,973.87,0.16,343.26
326.29,1.53,214.95,96.94,6.52,973.27,-0.43,340.02
326.33,0.73,0.53,97.03,7.11,972.2,-0.02,336.64
326.38,1.87,209.71,96.96,7.36,972.68,10.71,338.04
326.42,0.81,265.64,96.57,7.69,972.2,32.08,348.41
326.46,2.03,216.39,95.87,8.57,971.82,62.2,350.03
326.5,1.54,224.45,95.57,8.65,971.45,30.85,354.63
326.54,3.15,243.14,93.13,9.38,970.19,128.14,323.69
326.58,2.38,234.28,92.34,9.33,969.23,45.06,353.62
326.63,2.28,218.3,95.8,9.07,968.02,27.34,355.9
326.67,2.2,204.3,96.45,9.21,966.83,16.86,354.79
326.71,3.09,202.78,96.66,9.3,964.97,0.46,355.28
326.75,4.07,191.6,96.87,9.32,962.71,0.05,357.26
326.79,3.18,186.04,96.76,9.3,960.29,-0.2,353.06
326.83,2.15,132.15,96.76,9.1,957.64,-0.13,355.71
326.88,3.27,167.33,96.95,9.66,954.46,0.11,359.59
326.92,11.28,232,86.37,11.23,952.7,0.73,319.44
326.96,9.22,239.16,87.67,10.44,952.46,-0.64,339.61
327,7.95,241.82,92.11,9.92,951.98,-0.07,348.92
327.04,5.39,262.72,82.73,8.25,953.25,-1.28,298.42
327.08,7.69,253.49,80.66,7.64,953.75,-1.5,278.44
327.13,7.76,253.16,83.61,6.78,953.96,-0.05,277.86
327.17,4.11,257.83,87.11,6.12,954.33,-1.26,301.08
327.21,4.55,232.89,87.58,6.41,954.06,-0.04,310.48
327.25,7.08,240.37,88.1,6.95,953.77,0.5,304.7
327.29,6.46,241.64,88.13,6.96,953.56,-1.32,290.98
327.33,4.39,253.36,90.45,6.45,954.01,0.28,270.17
327.38,5.1,256.39,88.82,7.27,954.8,38.11,301.4
327.42,4.84,269.38,85.9,7.73,955.75,116.6,288.38
327.46,6.41,255.06,83.06,8.19,956.46,190.23,281.03
327.5,6.07,259.79,78.04,8.55,957.36,258.61,277.02
327.54,6.7,258.78,76.79,8.39,957.93,218.16,277.61
327.58,6.75,262.2,76.78,7.58,958.71,183.04,293.61
327.63,5.61,255.8,73.81,7.69,959.16,148.95,256.37
327.67,4.07,248.17,76.22,6.74,959.58,36.14,256.27
327.71,3.49,243.08,79.8,5.98,960,-0.77,261.65
327.75,6.42,256.53,82.83,5.3,960.8,-0.04,321.17
327.79,2.4,236.78,89.52,3.39,960.39,-2.11,244.32
327.83,0.8,356.24,92.88,2.53,960.95,-1.82,265.84
327.88,2.2,271.42,90.37,4.02,961.76,-1.23,275.61
327.92,3.03,255.11,87.47,4.03,962.14,-0.15,279.41
327.96,0.85,230.22,90.59,2.98,961.99,-2.33,264.38
328,0.07,202.12,92.67,2.17,961.57,-2.24,267.31
328.04,0.93,30.7,93.32,2.84,961.38,-0.29,301.11
328.08,2.36,38.5,92.67,2.86,960.82,-0.56,307.93
328.13,1.99,151.97,92.41,4.28,960.28,0.01,323.48
328.17,1.02,79.5,92.6,4.38,958.96,-0.07,331.36
328.21,3.08,129.86,95.37,5.94,957.35,0.08,334.67
328.25,4.7,153.66,95.92,7.39,956.35,-0.02,346.07
328.29,6.06,178.67,95.96,8.11,955.34,0.22,347.98
328.33,5.42,188.79,93.61,8.58,954.99,0.38,340.17
328.38,4.93,189.77,93.73,8.64,955.08,7.39,342.92
328.42,3.22,189.43,90.91,7.75,954.76,22.22,321.89
328.46,2.92,188.52,93.5,7.71,955.13,10.48,346.61
328.5,2.98,180.67,94.81,7.16,954.83,80.06,336.04
328.54,3.56,187.41,95.67,8.07,954.75,79.82,347.1
328.58,4.76,202.99,92.99,8.39,954.45,69.27,333.35
328.63,3.5,211.76,92.83,7.71,954.42,30.21,339.74
328.67,2.71,189.77,94.41,7.12,954.61,13,324.95
328.71,1.59,210.73,95.34,6.84,955,2.86,323.49
328.75,0.95,238.54,95.83,6.11,955.09,-1.82,313.85
328.79,0.54,259.35,96.35,5.03,955.63,-2.23,313.46
328.83,1.15,232.34,96.88,4.27,956.07,-2.35,311.31
328.88,2.3,225.13,93.04,3.95,956.31,-2.06,304.73
328.92,1.34,224.36,93.17,2.82,956.5,-2.15,297
328.96,1.88,220.24,90.95,3.24,956.77,-2.2,292.4
329,0.93,237.67,90.03,2.77,956.45,-2.78,270.02
329.04,0.27,178.74,91.76,2.53,956.49,-1.86,276.04
329.08,1.29,194.75,91.48,2.82,956.78,-1.78,276.11
329.13,1.33,300.3,89.74,3.7,957.29,-1.46,253.4
329.17,1.84,251.32,91.34,3.2,957.76,-2.5,249.01
329.21,1.67,252.01,93.94,2.73,958.41,-1.81,261.52
329.25,2.48,239.18,93.46,3.99,959.13,-1.74,266.35
329.29,3.74,242.35,92.42,4.46,959.91,-2.12,266.91
329.33,2.32,254.14,92.6,3.98,960.6,-2.26,254.62
329.38,1.56,252.9,92.49,3.38,961.72,24.01,248.19
329.42,1.86,242.43,93.74,4.39,963.04,122.61,248.55
329.46,2.65,238.72,92.27,6.05,964.27,212.37,255.31
329.5,3.39,230.34,86.08,7.75,965.31,227.43,275.65
329.54,4.88,237.69,81.24,8.16,966.43,214.15,272.13
329.58,4.66,232.54,80.35,8.44,967.43,161.57,266.61
329.63,3.89,230.29,86.53,8.04,968.71,157.25,287.53
329.67,3.77,219.21,87.91,6.74,969.6,19.81,272.68
329.71,1.02,243.35,92.52,5.81,970.68,-1.46,259.78
329.75,2.68,235.93,93.32,5.46,971.95,-1.55,289.82
329.79,0.78,238.95,94.23,4.9,972.77,-2.26,277.62
329.83,1.26,226.27,95.46,4.51,973.58,-1.18,307.57
329.88,0.28,232.46,95.85,4.14,974.26,-1.48,305.99
329.92,0.97,10.8,96.07,4.68,974.73,-0.47,310.44
329.96,0.28,78.54,95.46,4.85,975.04,-1.29,311.23
330,0.4,152.47,95.54,4.55,975.38,0.08,323.52
330.04,1.33,175.52,95.46,4.7,975.73,-1.73,323.39
330.08,0.77,192.67,94.84,4.48,975.79,-1.48,310.21
330.13,0.54,244.03,95.8,4.14,976.18,-0.94,314.31
330.17,0.83,224.89,96.29,4.1,976.19,-1.34,304.61
330.21,1.25,209.12,96.25,4.19,976.59,-1.69,301.94
330.25,0.71,276.38,96.14,4.72,977.23,-1.52,306.94
330.29,1.04,233.26,96.3,4.52,977.6,-1.08,310.38
330.33,1.17,229.97,96.67,4.75,978.07,-0.87,314.16
330.38,1.42,183.73,96.71,5.7,978.88,27.63,322.83
330.42,2.39,176.25,96.82,7.13,979.15,84.66,334.76
330.46,5.74,188.26,95.21,9.56,979.17,116.54,349.54
330.5,6.94,187.27,89.09,10.35,978.92,178.51,343.98
330.54,7.82,181.44,88.5,10.52,978.05,83.99,354.97
330.58,8.01,179.57,88.22,10.46,977,37.85,355.37
330.63,8.67,179.15,88.61,10.49,976.1,31.57,355.88
330.67,8.85,179.09,91.45,10.14,974.87,6.8,357.33
330.71,8.84,165.86,93.74,9.92,973.91,0.48,356.72
330.75,9.63,167.5,94.08,10.13,972.47,0.19,359.3
330.79,10.51,169.2,94.29,10.31,970.73,0.11,360.32
330.83,11.06,172.16,94.2,10.49,969.24,0.07,361.49
330.88,11,186.98,94.34,10.85,968.78,0.4,361.87
330.92,6.92,206,90.52,10,969.52,1.16,353.84
330.96,7.62,194.12,89.52,10.35,969.66,-0.01,355.37
331,8.52,192.85,89.48,10.64,969.62,1.16,357.18
331.04,8.9,192.81,88.42,10.88,969.42,-0.14,354.05
331.08,8.11,196.12,86.22,10.68,969.48,-0.11,346.25
331.13,7.61,197.13,85.31,9.82,969.24,-0.54,336.73
331.17,9.53,200.61,82.87,10.25,968.84,-1.11,305.55
331.21,8.45,195.14,83.94,9.75,968.73,-0.05,319.47
331.25,9.04,208.46,82.66,9.59,969.08,1.31,332.86
331.29,7.18,205.47,84.65,8.44,969.51,0.23,314.16
331.33,8.76,215.26,81.78,9.56,970.29,-0.46,319
331.38,8.03,211.69,81.19,9.38,971.23,20.97,295.22
331.42,8.04,214.07,77.56,9.42,972.14,122.02,299.87
331.46,9.45,216.56,73.11,10.35,972.92,226.44,312.19
331.5,9.61,225.23,76.57,8.94,973.59,176.83,329.95
331.54,5.77,224.73,81.87,9.07,974.47,244.16,304.91
331.58,8.26,221.4,72.03,10.39,974.83,182.44,295.42
331.63,6.89,212.5,77.51,9.84,974.81,69.09,309.57
331.67,5.79,215.7,86.38,7.98,975.26,43.13,290.48
331.71,5.04,213.59,80.99,8.42,975.93,-0.63,263.96
331.75,4.02,209.1,81.41,7.64,976.51,-2.03,268.97
331.79,3.68,195.81,85.63,7.73,976.84,-1.51,278.8
331.83,3.53,186.07,85.82,8.14,976.74,-1.02,310.4
331.88,5.58,226.63,86.88,7.07,976.6,-0.73,340.12
331.92,4.43,197.2,85.94,8.18,976.16,2.73,334.07
331.96,3.73,213.03,91.2,7.77,976.05,0.29,338.4
332,3.54,213.83,92.92,7.21,975.82,-0.26,332.6
332.04,4.97,215.54,92.65,7.71,976.02,0.39,331.78
332.08,2.62,231.82,90.62,6.43,975.91,-0.69,306.66
332.13,3.3,221.63,93.36,5.97,976.13,-0.27,323.7
332.17,4,213.79,92.6,6.15,976.42,-0.5,323.32
332.21,2.12,235.15,91.72,4.92,976.48,-1.53,267.21
332.25,2.33,232.28,92.6,5.39,977.25,-0.81,299.26
332.29,3.44,219.46,87.73,5.83,977.64,-0.85,269.19
332.33,2.58,212.54,88.86,5.82,978.73,-1.28,269.96
332.38,2.12,232.51,90.09,5.77,979.7,21.46,261.93
332.42,3.59,217.35,88.7,6.85,980.64,137.92,284.27
332.46,2.92,222.68,89.7,7.2,981.42,99.88,293.19
332.5,4.01,228.94,87.86,7.66,982.08,143.57,294.45
332.54,3.92,250.02,90.04,7.69,982.89,102.78,327.72
332.58,3.68,268.48,85.92,6.99,984.1,95.75,324.79
332.63,2.78,244.61,90.64,6.42,984.87,73.48,310.08
332.67,3.17,236.24,90.52,6.52,986.24,45.99,257.97
332.71,1,251.95,91.46,5.65,987.29,-1.51,256.92
332.75,2.16,253.63,92.48,4.44,988.2,-2.18,263.97
332.79,1.95,246.92,90.71,3.9,989.23,-3.12,249.44
332.83,2.42,233.07,91.8,4.27,990.07,-1.83,256.11
332.88,2.67,229.99,91.06,4.63,990.5,-2.15,269.85
332.92,3.74,218.89,89.97,7.06,990.94,0.35,324.81
332.96,4.62,201.14,90.86,8.03,991.36,-0.11,341.63
333,5.98,212.94,91.14,9.07,991.83,-0.02,351.46
333.04,5.52,229.45,94.04,9.03,992.17,-0.14,351.81
333.08,5.74,224.76,93.26,9.21,992.25,-0.62,299.96
333.13,4.98,228.97,91.89,9.51,992.84,0.08,331.83
333.17,5.71,216.57,92.04,10.08,993.26,-0.11,351.05
333.21,5.54,237.13,91.77,9.65,993.58,0.37,352.95
333.25,4.05,224.94,93.59,9.85,994.01,0.62,354.93
333.29,4.82,218.42,93.46,9.97,994.56,0.23,345.7
